Character,Sleep,Appearance,IndexPost
0,0.9,0.5,33
1,0.7,0.5,373
1,0.9,0.5,165
1,0.9,0.5,160
0,0.9,0.5,136
1,0.7,0.5,367
0,0.9,0.5,27
1,0.9,0.5,56
0,0.9,0.5,37
0,0.7,0.5,321
1,0.9,0.5,20
1,0.9,0.5,43
0,0.7,0.5,258
0,0.7,0.5,292
0,0.7,0.5,227
1,0.7,0.5,254
1,0.7,0.5,371
1,0.9,0.5,9
1,0.7,0.5,356
0,0.9,0.5,134
1,0.7,0.5,203
1,0.7,0.5,235
0,0.9,0.5,1
0,0.7,0.5,257
0,0.7,0.5,284
1,0.7,0.5,227
0,0.9,0.5,64
0,0.9,0.5,148
1,0.9,0.5,92
1,0.7,0.5,264
1,0.7,0.5,185
0,0.9,0.5,88
0,0.9,0.5,92
0,0.7,0.5,337
0,0.7,0.5,352
0,0.9,0.5,143
0,0.9,0.5,69
0,0.9,0.5,90
1,0.9,0.5,10
1,0.9,0.5,17
0,0.9,0.5,119
0,0.7,0.5,373
0,0.7,0.5,254
1,0.9,0.5,25
0,0.7,0.5,315
0,0.7,0.5,329
1,0.9,0.5,29
0,0.9,0.5,93
0,0.7,0.5,256
1,0.7,0.5,221
1,0.7,0.5,374
1,0.7,0.5,302
1,0.7,0.5,375
0,0.7,0.5,210
0,0.9,0.5,67
0,0.9,0.5,95
0,0.9,0.5,82
0,0.9,0.5,89
1,0.9,0.5,118
0,0.9,0.5,80
0,0.7,0.5,220
0,0.9,0.5,59
0,0.7,0.5,266
0,0.7,0.5,232
0,0.7,0.5,367
1,0.7,0.5,293
1,0.7,0.5,346
1,0.9,0.5,70
0,0.9,0.5,115
1,0.7,0.5,219
0,0.7,0.5,194
0,0.9,0.5,97
0,0.9,0.5,160
0,0.7,0.5,353
1,0.7,0.5,350
0,0.9,0.5,105
0,0.7,0.5,322
1,0.9,0.5,24
0,0.7,0.5,209
1,0.7,0.5,325
0,0.7,0.5,224
1,0.9,0.5,120
1,0.9,0.5,115
1,0.9,0.5,135
0,0.7,0.5,332
0,0.7,0.5,334
0,0.7,0.5,167
0,0.7,0.5,195
0,0.9,0.5,158
0,0.7,0.5,290
0,0.9,0.5,79
0,0.9,0.5,0
1,0.7,0.5,311
0,0.7,0.5,360
1,0.7,0.5,310
0,0.7,0.5,295
1,0.7,0.5,295
1,0.7,0.5,286
0,0.7,0.5,364
0,0.9,0.5,16
1,0.7,0.5,276
1,0.7,0.5,365
1,0.7,0.5,299
0,0.7,0.5,327
0,0.9,0.5,117
1,0.7,0.5,168
1,0.7,0.5,301
0,0.9,0.5,10
0,0.7,0.5,261
1,0.7,0.5,248
1,0.7,0.5,285
0,0.7,0.5,309
1,0.9,0.5,105
1,0.9,0.5,51
1,0.7,0.5,178
0,0.7,0.5,172
1,0.9,0.5,95
0,0.7,0.5,369
0,0.7,0.5,365
0,0.9,0.5,135
1,0.7,0.5,186
0,0.9,0.5,81
0,0.7,0.5,331
1,0.9,0.5,13
1,0.9,0.5,154
0,0.9,0.5,155
0,0.9,0.5,12
0,0.7,0.5,179
0,0.9,0.5,13
0,0.9,0.5,120
1,0.7,0.5,192
0,0.7,0.5,200
1,0.9,0.5,23
0,0.9,0.5,114
0,0.9,0.5,153
1,0.9,0.5,103
1,0.7,0.5,300
1,0.9,0.5,126
0,0.9,0.5,156
0,0.7,0.5,166
0,0.7,0.5,221
1,0.9,0.5,62
1,0.7,0.5,262
1,0.7,0.5,251
0,0.7,0.5,177
1,0.9,0.5,6
0,0.9,0.5,129
0,0.9,0.5,146
0,0.9,0.5,73
0,0.9,0.5,75
0,0.7,0.5,336
0,0.7,0.5,335
0,0.9,0.5,7
0,0.7,0.5,319
1,0.7,0.5,287
0,0.7,0.5,289
0,0.7,0.5,326
0,0.7,0.5,186
0,0.7,0.5,191
1,0.7,0.5,378
0,0.7,0.5,241
0,0.7,0.5,298
0,0.7,0.5,272
1,0.7,0.5,280
0,0.7,0.5,213
0,0.7,0.5,275
0,0.9,0.5,98
1,0.7,0.5,355
0,0.9,0.5,112
0,0.7,0.5,196
0,0.7,0.5,175
1,0.7,0.5,209
1,0.7,0.5,340
0,0.7,0.5,212
0,0.7,0.5,262
1,0.7,0.5,188
0,0.9,0.5,77
1,0.7,0.5,210
1,0.7,0.5,253
0,0.7,0.5,308
0,0.7,0.5,245
0,0.7,0.5,344
0,0.7,0.5,237
0,0.7,0.5,259
1,0.7,0.5,249
0,0.7,0.5,233
0,0.9,0.5,11
0,0.9,0.5,23
1,0.7,0.5,207
0,0.7,0.5,294
1,0.7,0.5,258
0,0.9,0.5,94
1,0.7,0.5,379
0,0.7,0.5,302
0,0.7,0.5,250
0,0.7,0.5,330
1,0.9,0.5,106
0,0.7,0.5,206
1,0.9,0.5,46
1,0.7,0.5,320
0,0.9,0.5,38
1,0.9,0.5,21
1,0.7,0.5,345
0,0.7,0.5,363
1,0.7,0.5,243
1,0.7,0.5,257
1,0.7,0.5,307
1,0.7,0.5,288
0,0.7,0.5,176
0,0.7,0.5,218
0,0.9,0.5,22
1,0.7,0.5,175
1,0.7,0.5,211
1,0.9,0.5,149
0,0.7,0.5,357
0,0.9,0.5,21
0,0.7,0.5,362
1,0.7,0.5,360
1,0.9,0.5,94
0,0.7,0.5,207
1,0.9,0.5,79
1,0.9,0.5,102
1,0.7,0.5,220
1,0.7,0.5,315
0,0.9,0.5,4
0,0.7,0.5,307
0,0.7,0.5,203
1,0.7,0.5,313
0,0.7,0.5,192
0,0.7,0.5,185
1,0.9,0.5,73
1,0.9,0.5,19
1,0.9,0.5,127
1,0.9,0.5,22
1,0.9,0.5,40
0,0.7,0.5,249
1,0.9,0.5,7
1,0.7,0.5,348
0,0.9,0.5,121
0,0.9,0.5,138
0,0.7,0.5,181
0,0.7,0.5,340
1,0.7,0.5,205
1,0.9,0.5,134
0,0.7,0.5,229
0,0.7,0.5,296
0,0.9,0.5,41
0,0.9,0.5,40
1,0.7,0.5,357
1,0.7,0.5,324
1,0.7,0.5,317
0,0.7,0.5,291
1,0.9,0.5,53
0,0.7,0.5,297
1,0.7,0.5,294
1,0.9,0.5,72
0,0.9,0.5,125
0,0.7,0.5,263
0,0.7,0.5,189
0,0.7,0.5,217
1,0.7,0.5,352
0,0.7,0.5,184
1,0.9,0.5,104
0,0.7,0.5,324
1,0.7,0.5,337
0,0.9,0.5,36
1,0.9,0.5,11
1,0.9,0.5,49
1,0.7,0.5,247
0,0.9,0.5,47
0,0.7,0.5,253
0,0.7,0.5,323
1,0.9,0.5,38
1,0.9,0.5,61
0,0.7,0.5,346
1,0.7,0.5,358
1,0.9,0.5,101
1,0.7,0.5,296
0,0.9,0.5,68
1,0.9,0.5,86
1,0.7,0.5,187
1,0.7,0.5,169
1,0.9,0.5,4
1,0.9,0.5,96
1,0.7,0.5,216
0,0.7,0.5,328
0,0.7,0.5,333
1,0.7,0.5,197
1,0.7,0.5,304
0,0.9,0.5,145
1,0.7,0.5,282
1,0.7,0.5,225
1,0.7,0.5,215
1,0.9,0.5,8
0,0.7,0.5,214
1,0.7,0.5,177
0,0.7,0.5,204
1,0.7,0.5,279
1,0.7,0.5,331
0,0.9,0.5,164
1,0.7,0.5,202
1,0.9,0.5,26
0,0.7,0.5,193
0,0.7,0.5,287
1,0.9,0.5,88
0,0.9,0.5,106
1,0.9,0.5,34
1,0.7,0.5,189
0,0.7,0.5,305
1,0.9,0.5,108
0,0.7,0.5,251
0,0.7,0.5,316
1,0.7,0.5,234
0,0.9,0.5,52
1,0.7,0.5,342
1,0.9,0.5,66
1,0.7,0.5,176
0,0.7,0.5,350
0,0.9,0.5,161
0,0.7,0.5,264
0,0.7,0.5,255
1,0.7,0.5,198
0,0.7,0.5,252
0,0.7,0.5,288
0,0.7,0.5,318
0,0.9,0.5,130
1,0.7,0.5,266
1,0.7,0.5,291
1,0.7,0.5,241
1,0.7,0.5,343
0,0.7,0.5,370
0,0.7,0.5,267
1,0.7,0.5,206
1,0.9,0.5,123
0,0.9,0.5,100
1,0.7,0.5,260
1,0.7,0.5,306
0,0.9,0.5,18
1,0.7,0.5,290
0,0.7,0.5,339
1,0.7,0.5,242
0,0.9,0.5,42
0,0.7,0.5,317
1,0.7,0.5,218
0,0.7,0.5,325
1,0.9,0.5,111
1,0.9,0.5,117
1,0.7,0.5,229
1,0.7,0.5,309
1,0.9,0.5,116
0,0.7,0.5,169
1,0.9,0.5,84
0,0.9,0.5,126
0,0.7,0.5,374
0,0.7,0.5,174
0,0.9,0.5,124
0,0.7,0.5,293
0,0.7,0.5,371
1,0.9,0.5,16
1,0.7,0.5,230
1,0.9,0.5,114
1,0.7,0.5,377
0,0.9,0.5,76
1,0.9,0.5,81
1,0.7,0.5,369
1,0.7,0.5,238
1,0.9,0.5,129
1,0.9,0.5,121
1,0.9,0.5,1
0,0.7,0.5,238
1,0.9,0.5,156
1,0.7,0.5,174
1,0.9,0.5,144
1,0.7,0.5,275
1,0.9,0.5,3
0,0.9,0.5,104
1,0.9,0.5,41
1,0.9,0.5,124
0,0.9,0.5,149
1,0.7,0.5,341
0,0.7,0.5,239
0,0.7,0.5,202
0,0.7,0.5,180
1,0.7,0.5,245
0,0.7,0.5,197
0,0.7,0.5,268
0,0.7,0.5,211
1,0.7,0.5,277
0,0.9,0.5,15
0,0.9,0.5,28
0,0.7,0.5,244
1,0.7,0.5,364
1,0.7,0.5,361
0,0.7,0.5,356
1,0.9,0.5,87
0,0.7,0.5,274
0,0.7,0.5,240
0,0.7,0.5,379
1,0.7,0.5,376
1,0.9,0.5,71
1,0.9,0.5,163
0,0.7,0.5,312
1,0.9,0.5,52
0,0.9,0.5,163
1,0.9,0.5,109
0,0.7,0.5,247
1,0.9,0.5,55
1,0.7,0.5,370
1,0.7,0.5,323
1,0.9,0.5,15
0,0.9,0.5,48
0,0.9,0.5,51
1,0.7,0.5,284
0,0.7,0.5,246
1,0.7,0.5,240
1,0.7,0.5,269
1,0.7,0.5,167
1,0.7,0.5,303
1,0.7,0.5,338
0,0.7,0.5,228
0,0.9,0.5,137
0,0.7,0.5,280
1,0.9,0.5,138
1,0.9,0.5,142
1,0.7,0.5,339
0,0.9,0.5,19
1,0.9,0.5,2
1,0.7,0.5,226
1,0.9,0.5,155
0,0.9,0.5,96
1,0.7,0.5,268
1,0.7,0.5,204
0,0.7,0.5,300
0,0.9,0.5,101
1,0.9,0.5,133
1,0.7,0.5,213
0,0.7,0.5,358
0,0.7,0.5,314
0,0.7,0.5,306
1,0.9,0.5,125
1,0.9,0.5,42
1,0.7,0.5,351
1,0.9,0.5,90
1,0.7,0.5,217
0,0.9,0.5,2
1,0.7,0.5,195
1,0.9,0.5,110
1,0.9,0.5,122
0,0.9,0.5,74
0,0.9,0.5,49
1,0.7,0.5,214
1,0.7,0.5,289
0,0.9,0.5,128
0,0.7,0.5,345
1,0.7,0.5,366
0,0.7,0.5,235
1,0.9,0.5,136
0,0.9,0.5,110
1,0.9,0.5,132
0,0.9,0.5,5
1,0.9,0.5,33
0,0.9,0.5,83
0,0.7,0.5,283
1,0.7,0.5,278
1,0.9,0.5,28
0,0.7,0.5,234
0,0.9,0.5,60
0,0.9,0.5,61
0,0.7,0.5,342
1,0.9,0.5,137
1,0.9,0.5,139
0,0.9,0.5,17
1,0.7,0.5,322
1,0.7,0.5,179
1,0.9,0.5,74
1,0.9,0.5,35
0,0.9,0.5,132
1,0.9,0.5,99
0,0.7,0.5,348
0,0.9,0.5,56
1,0.7,0.5,193
1,0.9,0.5,145
1,0.9,0.5,68
1,0.9,0.5,67
0,0.7,0.5,279
0,0.9,0.5,86
1,0.9,0.5,162
1,0.9,0.5,48
1,0.7,0.5,263
0,0.7,0.5,286
0,0.7,0.5,198
0,0.9,0.5,29
1,0.7,0.5,256
0,0.7,0.5,372
0,0.7,0.5,236
0,0.9,0.5,35
0,0.9,0.5,8
1,0.7,0.5,308
1,0.7,0.5,170
1,0.7,0.5,330
0,0.9,0.5,91
1,0.9,0.5,64
1,0.7,0.5,281
1,0.7,0.5,328
1,0.7,0.5,201
1,0.9,0.5,58
0,0.7,0.5,188
1,0.7,0.5,183
0,0.9,0.5,87
1,0.9,0.5,59
1,0.9,0.5,77
0,0.7,0.5,341
0,0.9,0.5,30
1,0.7,0.5,237
1,0.9,0.5,130
0,0.9,0.5,165
0,0.9,0.5,53
1,0.9,0.5,131
0,0.7,0.5,354
1,0.9,0.5,76
0,0.7,0.5,355
1,0.7,0.5,327
1,0.7,0.5,265
0,0.7,0.5,378
0,0.9,0.5,139
0,0.7,0.5,343
0,0.9,0.5,154
1,0.7,0.5,297
0,0.9,0.5,152
0,0.9,0.5,6
0,0.9,0.5,31
1,0.7,0.5,272
0,0.7,0.5,222
0,0.7,0.5,215
0,0.9,0.5,107
1,0.7,0.5,314
0,0.9,0.5,159
1,0.9,0.5,158
0,0.9,0.5,55
1,0.9,0.5,128
1,0.7,0.5,236
0,0.7,0.5,243
1,0.9,0.5,148
1,0.7,0.5,252
0,0.9,0.5,44
1,0.7,0.5,184
1,0.9,0.5,147
0,0.9,0.5,39
1,0.7,0.5,372
1,0.7,0.5,333
1,0.9,0.5,164
0,0.7,0.5,366
0,0.7,0.5,304
0,0.7,0.5,199
1,0.9,0.5,47
1,0.7,0.5,244
0,0.9,0.5,46
0,0.9,0.5,103
1,0.7,0.5,228
1,0.7,0.5,231
0,0.9,0.5,111
1,0.7,0.5,305
0,0.9,0.5,102
1,0.7,0.5,171
0,0.7,0.5,226
1,0.7,0.5,329
1,0.7,0.5,208
0,0.9,0.5,26
1,0.9,0.5,159
1,0.7,0.5,336
0,0.7,0.5,276
1,0.9,0.5,69
0,0.9,0.5,70
1,0.9,0.5,12
1,0.9,0.5,57
0,0.9,0.5,123
1,0.7,0.5,190
0,0.7,0.5,190
1,0.9,0.5,27
1,0.7,0.5,259
0,0.9,0.5,113
1,0.7,0.5,353
0,0.7,0.5,183
1,0.7,0.5,200
0,0.7,0.5,303
1,0.9,0.5,36
1,0.9,0.5,112
0,0.7,0.5,368
0,0.7,0.5,269
1,0.9,0.5,100
1,0.7,0.5,255
1,0.7,0.5,191
1,0.9,0.5,32
1,0.9,0.5,151
0,0.7,0.5,178
1,0.9,0.5,93
1,0.7,0.5,334
1,0.7,0.5,319
1,0.9,0.5,78
0,0.7,0.5,282
0,0.7,0.5,225
1,0.9,0.5,5
1,0.7,0.5,312
1,0.9,0.5,82
1,0.9,0.5,45
0,0.9,0.5,71
1,0.9,0.5,75
0,0.7,0.5,173
1,0.9,0.5,153
1,0.9,0.5,140
0,0.7,0.5,270
0,0.9,0.5,84
0,0.7,0.5,349
1,0.9,0.5,98
0,0.7,0.5,361
1,0.7,0.5,274
0,0.7,0.5,171
1,0.9,0.5,119
1,0.9,0.5,83
0,0.9,0.5,72
1,0.7,0.5,196
1,0.9,0.5,80
1,0.9,0.5,150
0,0.7,0.5,351
1,0.9,0.5,161
1,0.7,0.5,233
1,0.9,0.5,18
1,0.7,0.5,316
0,0.9,0.5,122
0,0.9,0.5,57
1,0.7,0.5,173
1,0.7,0.5,267
1,0.7,0.5,181
0,0.9,0.5,131
1,0.7,0.5,363
0,0.9,0.5,32
1,0.7,0.5,359
1,0.7,0.5,250
0,0.9,0.5,14
1,0.9,0.5,97
1,0.9,0.5,0
0,0.7,0.5,285
0,0.7,0.5,273
1,0.7,0.5,270
0,0.9,0.5,144
0,0.9,0.5,20
1,0.7,0.5,239
1,0.9,0.5,91
0,0.9,0.5,24
1,0.9,0.5,152
1,0.9,0.5,44
0,0.9,0.5,116
0,0.7,0.5,301
1,0.7,0.5,180
0,0.7,0.5,359
1,0.7,0.5,283
1,0.9,0.5,37
0,0.9,0.5,66
0,0.9,0.5,142
0,0.7,0.5,208
0,0.9,0.5,65
1,0.9,0.5,65
1,0.9,0.5,107
0,0.7,0.5,320
1,0.7,0.5,368
1,0.9,0.5,63
0,0.7,0.5,299
1,0.7,0.5,354
0,0.9,0.5,109
1,0.9,0.5,14
0,0.9,0.5,150
1,0.9,0.5,54
0,0.7,0.5,187
1,0.7,0.5,224
1,0.7,0.5,344
0,0.7,0.5,219
