Character,Sleep,Appearance,IndexPost
1,0.9,0.5,324
1,0.9,0.5,380
1,0.9,0.5,427
1,0.9,0.5,363
1,0.9,0.5,487
1,0.9,0.5,433
1,0.9,0.5,370
1,0.9,0.5,238
1,1.1,0.5,95
1,1.1,0.5,123
1,1.1,0.5,157
1,1.1,0.5,114
1,1.1,0.5,218
1,1.1,0.5,165
1,0.9,0.5,298
0,1.1,0.5,28
1,0.9,0.5,326
1,1.1,0.5,46
1,1.1,0.5,161
1,0.9,0.5,329
1,0.9,0.5,290
1,0.9,0.5,454
1,1.1,0.5,17
1,1.1,0.5,116
1,1.1,0.5,72
1,1.1,0.5,220
1,0.9,0.5,449
1,1.1,0.5,52
1,0.9,0.5,481
1,1.1,0.5,168
1,0.9,0.5,389
1,0.9,0.5,272
1,1.1,0.5,110
1,1.1,0.5,149
1,1.1,0.5,126
1,1.1,0.5,202
1,1.1,0.5,175
1,0.9,0.5,325
0,0.9,0.5,54
1,0.9,0.5,429
0,0.9,0.5,85
1,1.1,0.5,150
1,1.1,0.5,20
1,0.9,0.5,500
0,1.1,0.5,10
1,1.1,0.5,221
0,0.9,0.5,47
1,1.1,0.5,107
1,0.9,0.5,502
1,1.1,0.5,151
1,0.9,0.5,328
1,1.1,0.5,133
1,1.1,0.5,164
0,0.9,0.5,42
1,0.9,0.5,343
0,1.1,0.5,39
1,1.1,0.5,206
1,0.9,0.5,462
1,1.1,0.5,49
0,1.1,0.5,18
1,0.9,0.5,265
1,1.1,0.5,29
1,1.1,0.5,228
1,0.9,0.5,287
0,1.1,0.5,16
1,1.1,0.5,94
0,1.1,0.5,5
0,1.1,0.5,23
1,0.9,0.5,295
0,1.1,0.5,6
1,1.1,0.5,59
1,0.9,0.5,236
1,1.1,0.5,31
1,0.9,0.5,501
1,0.9,0.5,505
1,0.9,0.5,373
1,0.9,0.5,420
1,0.9,0.5,318
1,1.1,0.5,136
1,1.1,0.5,184
1,0.9,0.5,395
1,0.9,0.5,391
1,1.1,0.5,40
1,0.9,0.5,304
1,0.9,0.5,451
1,0.9,0.5,413
1,0.9,0.5,482
1,0.9,0.5,262
1,1.1,0.5,172
1,1.1,0.5,5
0,0.9,0.5,50
1,0.9,0.5,476
1,1.1,0.5,55
1,0.9,0.5,440
1,1.1,0.5,50
1,1.1,0.5,173
1,1.1,0.5,129
1,1.1,0.5,135
1,1.1,0.5,36
1,1.1,0.5,113
1,0.9,0.5,244
1,0.9,0.5,340
1,0.9,0.5,392
1,1.1,0.5,117
0,0.9,0.5,71
1,1.1,0.5,47
1,0.9,0.5,327
1,1.1,0.5,122
0,1.1,0.5,38
1,0.9,0.5,423
1,0.9,0.5,374
1,1.1,0.5,9
1,1.1,0.5,159
1,1.1,0.5,37
1,0.9,0.5,246
1,0.9,0.5,333
1,1.1,0.5,212
1,0.9,0.5,428
0,0.9,0.5,86
0,0.9,0.5,68
1,1.1,0.5,75
1,0.9,0.5,466
1,0.9,0.5,249
1,1.1,0.5,205
0,1.1,0.5,24
1,1.1,0.5,108
1,0.9,0.5,306
1,0.9,0.5,288
1,0.9,0.5,311
1,1.1,0.5,142
1,0.9,0.5,441
1,1.1,0.5,145
1,0.9,0.5,437
1,0.9,0.5,455
1,0.9,0.5,438
1,1.1,0.5,8
0,0.9,0.5,57
1,1.1,0.5,181
1,1.1,0.5,154
1,1.1,0.5,82
1,0.9,0.5,282
1,0.9,0.5,394
1,1.1,0.5,13
1,1.1,0.5,153
1,0.9,0.5,514
1,0.9,0.5,383
1,0.9,0.5,382
1,0.9,0.5,279
1,1.1,0.5,198
1,1.1,0.5,30
1,0.9,0.5,510
0,1.1,0.5,35
1,1.1,0.5,11
1,1.1,0.5,18
0,0.9,0.5,44
1,1.1,0.5,7
1,1.1,0.5,14
1,0.9,0.5,349
0,0.9,0.5,40
1,0.9,0.5,303
1,1.1,0.5,41
1,0.9,0.5,386
1,0.9,0.5,291
1,1.1,0.5,6
1,0.9,0.5,355
1,1.1,0.5,43
1,1.1,0.5,201
0,0.9,0.5,52
1,0.9,0.5,261
1,1.1,0.5,182
1,0.9,0.5,314
1,0.9,0.5,254
1,0.9,0.5,450
1,0.9,0.5,410
0,1.1,0.5,30
1,0.9,0.5,320
1,1.1,0.5,140
0,0.9,0.5,41
1,1.1,0.5,104
1,0.9,0.5,232
1,0.9,0.5,416
1,1.1,0.5,2
1,0.9,0.5,417
1,0.9,0.5,498
0,1.1,0.5,7
0,1.1,0.5,1
1,0.9,0.5,431
1,1.1,0.5,101
1,1.1,0.5,100
0,0.9,0.5,45
1,0.9,0.5,371
1,0.9,0.5,434
1,0.9,0.5,308
1,1.1,0.5,128
1,1.1,0.5,12
1,0.9,0.5,435
1,1.1,0.5,112
0,1.1,0.5,3
1,0.9,0.5,458
1,1.1,0.5,19
1,0.9,0.5,293
1,1.1,0.5,185
1,0.9,0.5,495
1,0.9,0.5,323
0,0.9,0.5,66
1,1.1,0.5,200
1,1.1,0.5,222
1,1.1,0.5,64
0,1.1,0.5,19
1,0.9,0.5,475
1,1.1,0.5,148
1,0.9,0.5,398
1,0.9,0.5,393
1,1.1,0.5,230
1,0.9,0.5,384
1,0.9,0.5,321
1,0.9,0.5,426
0,0.9,0.5,77
1,0.9,0.5,235
1,0.9,0.5,457
1,0.9,0.5,489
1,1.1,0.5,208
1,1.1,0.5,121
0,1.1,0.5,21
1,0.9,0.5,471
1,1.1,0.5,93
1,0.9,0.5,248
1,1.1,0.5,119
1,0.9,0.5,405
1,0.9,0.5,299
1,0.9,0.5,453
1,1.1,0.5,130
1,0.9,0.5,259
1,0.9,0.5,375
1,1.1,0.5,115
1,0.9,0.5,233
1,1.1,0.5,25
1,0.9,0.5,407
0,1.1,0.5,37
1,0.9,0.5,351
1,1.1,0.5,147
1,0.9,0.5,419
1,0.9,0.5,483
0,0.9,0.5,84
1,0.9,0.5,513
1,0.9,0.5,344
1,0.9,0.5,258
1,0.9,0.5,421
1,1.1,0.5,132
1,1.1,0.5,177
1,1.1,0.5,217
1,0.9,0.5,414
0,0.9,0.5,62
1,0.9,0.5,425
1,1.1,0.5,183
0,1.1,0.5,36
1,1.1,0.5,67
1,1.1,0.5,224
1,0.9,0.5,239
1,1.1,0.5,65
0,0.9,0.5,80
1,1.1,0.5,4
1,0.9,0.5,397
1,0.9,0.5,443
1,0.9,0.5,348
1,1.1,0.5,111
0,1.1,0.5,32
1,1.1,0.5,3
0,0.9,0.5,81
1,1.1,0.5,167
1,0.9,0.5,270
1,1.1,0.5,84
1,0.9,0.5,352
1,0.9,0.5,369
1,1.1,0.5,32
1,0.9,0.5,480
1,0.9,0.5,294
1,1.1,0.5,134
1,0.9,0.5,401
1,0.9,0.5,456
1,0.9,0.5,461
1,0.9,0.5,494
1,0.9,0.5,472
1,1.1,0.5,48
1,0.9,0.5,400
0,0.9,0.5,74
1,1.1,0.5,38
1,1.1,0.5,0
0,0.9,0.5,61
0,0.9,0.5,88
1,1.1,0.5,155
1,1.1,0.5,69
1,1.1,0.5,70
1,0.9,0.5,479
0,1.1,0.5,22
1,1.1,0.5,80
1,0.9,0.5,377
1,0.9,0.5,300
1,1.1,0.5,162
1,0.9,0.5,354
0,0.9,0.5,67
1,0.9,0.5,408
1,1.1,0.5,56
1,1.1,0.5,28
1,1.1,0.5,125
1,1.1,0.5,54
1,1.1,0.5,137
1,1.1,0.5,91
0,1.1,0.5,25
1,0.9,0.5,316
1,1.1,0.5,83
1,1.1,0.5,97
1,0.9,0.5,432
1,0.9,0.5,317
1,1.1,0.5,127
1,0.9,0.5,442
1,0.9,0.5,365
1,1.1,0.5,57
1,0.9,0.5,338
1,0.9,0.5,367
1,1.1,0.5,190
1,1.1,0.5,23
1,0.9,0.5,485
1,1.1,0.5,79
1,1.1,0.5,163
1,0.9,0.5,430
1,1.1,0.5,138
0,0.9,0.5,55
1,1.1,0.5,193
1,0.9,0.5,411
1,0.9,0.5,388
1,1.1,0.5,68
1,0.9,0.5,470
1,1.1,0.5,15
1,1.1,0.5,42
1,1.1,0.5,22
1,0.9,0.5,234
0,1.1,0.5,8
1,1.1,0.5,204
0,1.1,0.5,9
1,1.1,0.5,178
1,1.1,0.5,144
1,1.1,0.5,176
1,1.1,0.5,73
1,0.9,0.5,418
1,0.9,0.5,507
1,0.9,0.5,275
1,1.1,0.5,143
1,0.9,0.5,345
1,1.1,0.5,21
1,1.1,0.5,186
1,1.1,0.5,141
1,1.1,0.5,34
0,1.1,0.5,11
1,1.1,0.5,213
1,0.9,0.5,315
0,0.9,0.5,75
0,0.9,0.5,78
1,1.1,0.5,88
0,1.1,0.5,13
1,0.9,0.5,292
1,1.1,0.5,210
0,0.9,0.5,63
1,1.1,0.5,195
1,0.9,0.5,283
0,0.9,0.5,87
1,0.9,0.5,496
1,1.1,0.5,26
1,0.9,0.5,422
1,1.1,0.5,118
1,0.9,0.5,252
1,0.9,0.5,301
0,0.9,0.5,60
0,0.9,0.5,56
0,0.9,0.5,53
1,1.1,0.5,105
1,0.9,0.5,436
1,0.9,0.5,490
1,1.1,0.5,166
1,0.9,0.5,448
0,0.9,0.5,48
