Character,Sleep,Appearance,IndexPost
0,1.0,0.5,197
0,1.0,0.5,176
1,1.3,0.5,111
1,1.0,0.5,241
1,1.3,0.5,29
0,1.3,0.5,87
1,1.0,0.5,128
0,1.3,0.5,35
1,1.0,0.5,125
0,1.3,0.5,30
0,1.3,0.5,64
1,1.3,0.5,43
0,1.0,0.5,161
0,1.0,0.5,152
0,1.3,0.5,75
1,1.3,0.5,7
0,1.3,0.5,91
0,1.3,0.5,98
1,1.0,0.5,214
1,1.0,0.5,154
1,1.0,0.5,177
1,1.0,0.5,138
0,1.3,0.5,6
0,1.3,0.5,0
0,1.0,0.5,162
0,1.0,0.5,239
0,1.0,0.5,234
0,1.0,0.5,226
0,1.3,0.5,108
0,1.3,0.5,38
0,1.3,0.5,24
1,1.0,0.5,201
1,1.3,0.5,54
1,1.0,0.5,131
0,1.0,0.5,186
1,1.0,0.5,259
1,1.3,0.5,11
1,1.3,0.5,34
1,1.3,0.5,20
1,1.3,0.5,113
1,1.3,0.5,44
1,1.3,0.5,62
1,1.3,0.5,98
1,1.3,0.5,42
1,1.3,0.5,74
1,1.0,0.5,218
0,1.0,0.5,172
1,1.3,0.5,84
1,1.3,0.5,2
1,1.3,0.5,106
0,1.0,0.5,254
1,1.0,0.5,209
0,1.0,0.5,153
0,1.3,0.5,49
1,1.3,0.5,5
0,1.0,0.5,125
0,1.0,0.5,141
0,1.0,0.5,142
1,1.0,0.5,193
0,1.0,0.5,216
0,1.0,0.5,199
0,1.3,0.5,42
0,1.3,0.5,89
0,1.0,0.5,240
1,1.3,0.5,87
0,1.3,0.5,63
0,1.3,0.5,26
1,1.3,0.5,28
0,1.3,0.5,12
1,1.0,0.5,203
1,1.0,0.5,243
0,1.0,0.5,117
1,1.3,0.5,48
0,1.0,0.5,168
0,1.3,0.5,95
0,1.3,0.5,92
0,1.3,0.5,34
1,1.0,0.5,124
0,1.0,0.5,215
1,1.3,0.5,102
0,1.0,0.5,140
0,1.0,0.5,219
0,1.0,0.5,134
1,1.3,0.5,9
1,1.3,0.5,64
0,1.3,0.5,65
0,1.3,0.5,79
0,1.3,0.5,97
0,1.0,0.5,247
1,1.0,0.5,145
0,1.0,0.5,145
1,1.0,0.5,157
1,1.0,0.5,258
0,1.0,0.5,195
0,1.0,0.5,200
0,1.0,0.5,115
1,1.3,0.5,101
1,1.3,0.5,71
1,1.0,0.5,185
1,1.0,0.5,155
1,1.0,0.5,229
0,1.0,0.5,203
1,1.0,0.5,179
0,1.0,0.5,127
1,1.0,0.5,199
1,1.0,0.5,146
1,1.3,0.5,40
1,1.0,0.5,215
0,1.0,0.5,246
1,1.0,0.5,231
0,1.3,0.5,2
1,1.0,0.5,144
0,1.0,0.5,156
0,1.0,0.5,191
0,1.3,0.5,10
1,1.3,0.5,0
0,1.3,0.5,8
1,1.3,0.5,39
0,1.3,0.5,66
1,1.3,0.5,51
0,1.3,0.5,90
0,1.0,0.5,133
1,1.0,0.5,257
0,1.0,0.5,174
1,1.0,0.5,186
1,1.3,0.5,104
0,1.0,0.5,137
0,1.0,0.5,150
1,1.0,0.5,220
1,1.0,0.5,127
1,1.0,0.5,163
0,1.3,0.5,106
1,1.0,0.5,118
1,1.3,0.5,69
1,1.0,0.5,164
0,1.0,0.5,230
0,1.0,0.5,222
1,1.3,0.5,18
0,1.0,0.5,214
1,1.3,0.5,19
1,1.3,0.5,32
1,1.0,0.5,147
1,1.0,0.5,130
0,1.0,0.5,253
1,1.0,0.5,165
1,1.3,0.5,4
1,1.0,0.5,230
0,1.0,0.5,232
1,1.3,0.5,45
1,1.0,0.5,116
0,1.0,0.5,225
1,1.3,0.5,96
1,1.3,0.5,68
0,1.3,0.5,109
0,1.3,0.5,93
1,1.0,0.5,135
1,1.0,0.5,242
0,1.0,0.5,173
0,1.3,0.5,113
1,1.0,0.5,189
1,1.3,0.5,75
0,1.0,0.5,241
0,1.3,0.5,23
1,1.3,0.5,103
0,1.3,0.5,67
1,1.0,0.5,255
0,1.0,0.5,139
0,1.0,0.5,244
1,1.3,0.5,6
0,1.3,0.5,17
0,1.0,0.5,233
1,1.0,0.5,238
1,1.3,0.5,47
1,1.3,0.5,17
0,1.0,0.5,155
0,1.0,0.5,144
1,1.3,0.5,86
0,1.3,0.5,46
1,1.3,0.5,50
1,1.3,0.5,37
0,1.0,0.5,185
0,1.3,0.5,40
0,1.0,0.5,187
1,1.3,0.5,8
0,1.3,0.5,104
1,1.0,0.5,263
0,1.3,0.5,60
0,1.0,0.5,118
0,1.0,0.5,211
1,1.3,0.5,85
0,1.0,0.5,258
0,1.0,0.5,193
1,1.0,0.5,247
1,1.0,0.5,178
0,1.0,0.5,135
0,1.0,0.5,179
1,1.0,0.5,223
0,1.0,0.5,207
1,1.0,0.5,212
1,1.3,0.5,112
0,1.0,0.5,163
1,1.0,0.5,256
0,1.3,0.5,112
0,1.3,0.5,86
1,1.3,0.5,73
1,1.0,0.5,115
1,1.0,0.5,207
0,1.0,0.5,196
0,1.0,0.5,192
0,1.3,0.5,50
0,1.0,0.5,190
0,1.0,0.5,158
0,1.3,0.5,100
0,1.0,0.5,124
0,1.3,0.5,39
0,1.0,0.5,166
1,1.0,0.5,188
1,1.3,0.5,105
1,1.3,0.5,95
0,1.0,0.5,243
0,1.3,0.5,9
0,1.0,0.5,251
0,1.3,0.5,11
0,1.0,0.5,204
0,1.3,0.5,54
0,1.3,0.5,101
1,1.3,0.5,35
0,1.3,0.5,45
1,1.3,0.5,23
0,1.3,0.5,114
1,1.0,0.5,174
1,1.0,0.5,262
0,1.0,0.5,122
0,1.0,0.5,235
1,1.3,0.5,57
0,1.3,0.5,18
1,1.3,0.5,16
0,1.0,0.5,160
0,1.3,0.5,59
1,1.0,0.5,162
0,1.3,0.5,53
0,1.0,0.5,136
1,1.0,0.5,136
1,1.0,0.5,260
0,1.0,0.5,231
0,1.3,0.5,4
0,1.0,0.5,208
1,1.3,0.5,91
0,1.0,0.5,250
0,1.0,0.5,213
0,1.0,0.5,221
1,1.3,0.5,13
1,1.3,0.5,59
1,1.0,0.5,119
1,1.3,0.5,79
1,1.0,0.5,239
1,1.0,0.5,176
1,1.0,0.5,187
1,1.3,0.5,30
0,1.3,0.5,41
0,1.0,0.5,181
0,1.0,0.5,169
0,1.3,0.5,94
1,1.0,0.5,249
1,1.3,0.5,66
0,1.3,0.5,47
0,1.0,0.5,201
0,1.0,0.5,178
0,1.3,0.5,14
1,1.0,0.5,244
1,1.0,0.5,224
0,1.0,0.5,151
0,1.0,0.5,121
0,1.3,0.5,15
0,1.3,0.5,99
1,1.0,0.5,134
1,1.0,0.5,254
1,1.0,0.5,171
1,1.3,0.5,70
0,1.3,0.5,70
0,1.3,0.5,85
1,1.0,0.5,129
1,1.3,0.5,63
1,1.0,0.5,248
1,1.3,0.5,107
1,1.0,0.5,210
1,1.0,0.5,197
0,1.3,0.5,44
1,1.0,0.5,141
1,1.3,0.5,83
0,1.0,0.5,143
1,1.0,0.5,161
1,1.0,0.5,172
1,1.0,0.5,217
0,1.3,0.5,68
0,1.0,0.5,249
1,1.0,0.5,173
0,1.3,0.5,28
1,1.0,0.5,143
1,1.0,0.5,253
0,1.3,0.5,110
1,1.0,0.5,153
0,1.3,0.5,33
0,1.0,0.5,263
1,1.0,0.5,251
1,1.0,0.5,149
0,1.3,0.5,52
1,1.3,0.5,81
0,1.3,0.5,71
1,1.3,0.5,31
0,1.3,0.5,36
1,1.0,0.5,245
0,1.0,0.5,183
1,1.0,0.5,191
1,1.0,0.5,204
1,1.3,0.5,56
1,1.3,0.5,36
1,1.3,0.5,21
1,1.0,0.5,140
1,1.3,0.5,93
0,1.0,0.5,212
1,1.0,0.5,148
1,1.0,0.5,227
0,1.0,0.5,242
1,1.3,0.5,52
1,1.3,0.5,55
0,1.0,0.5,184
1,1.3,0.5,53
0,1.3,0.5,103
0,1.0,0.5,236
0,1.3,0.5,76
0,1.0,0.5,264
0,1.3,0.5,27
0,1.0,0.5,128
1,1.0,0.5,264
0,1.0,0.5,252
1,1.3,0.5,3
1,1.0,0.5,206
1,1.0,0.5,208
0,1.3,0.5,78
1,1.0,0.5,234
1,1.0,0.5,216
0,1.0,0.5,256
1,1.0,0.5,121
1,1.3,0.5,1
1,1.0,0.5,211
1,1.0,0.5,137
1,1.0,0.5,194
0,1.3,0.5,56
1,1.0,0.5,240
1,1.3,0.5,33
0,1.3,0.5,55
0,1.0,0.5,257
0,1.0,0.5,164
1,1.3,0.5,92
0,1.0,0.5,149
1,1.0,0.5,159
0,1.0,0.5,223
1,1.0,0.5,237
0,1.3,0.5,1
0,1.3,0.5,69
0,1.0,0.5,116
1,1.0,0.5,190
1,1.0,0.5,152
0,1.3,0.5,81
0,1.3,0.5,83
1,1.3,0.5,14
1,1.0,0.5,123
0,1.3,0.5,96
0,1.3,0.5,16
1,1.0,0.5,192
0,1.3,0.5,72
0,1.0,0.5,130
0,1.0,0.5,131
1,1.3,0.5,61
0,1.3,0.5,37
1,1.0,0.5,252
1,1.0,0.5,261
0,1.3,0.5,111
1,1.3,0.5,72
1,1.0,0.5,180
1,1.0,0.5,226
1,1.3,0.5,10
1,1.3,0.5,76
0,1.3,0.5,20
1,1.3,0.5,97
1,1.0,0.5,120
1,1.0,0.5,246
0,1.3,0.5,88
0,1.3,0.5,21
1,1.0,0.5,205
1,1.3,0.5,25
0,1.0,0.5,119
1,1.3,0.5,65
0,1.3,0.5,105
1,1.3,0.5,26
0,1.0,0.5,189
1,1.3,0.5,77
0,1.0,0.5,218
0,1.0,0.5,171
1,1.0,0.5,250
1,1.3,0.5,108
0,1.0,0.5,245
0,1.3,0.5,7
1,1.0,0.5,219
1,1.0,0.5,175
1,1.3,0.5,27
1,1.0,0.5,150
1,1.0,0.5,142
0,1.0,0.5,209
1,1.0,0.5,200
1,1.3,0.5,90
1,1.0,0.5,182
0,1.0,0.5,157
0,1.0,0.5,248
1,1.0,0.5,221
0,1.0,0.5,188
0,1.0,0.5,159
1,1.0,0.5,156
1,1.3,0.5,12
0,1.3,0.5,80
0,1.0,0.5,260
0,1.0,0.5,238
0,1.0,0.5,167
0,1.3,0.5,13
0,1.3,0.5,62
0,1.3,0.5,73
0,1.0,0.5,255
1,1.0,0.5,195
1,1.0,0.5,228
0,1.0,0.5,123
0,1.0,0.5,262
1,1.0,0.5,235
1,1.3,0.5,94
0,1.3,0.5,82
0,1.0,0.5,205
0,1.3,0.5,29
0,1.0,0.5,129
1,1.0,0.5,170
